event_id,timestamp_us,duration_us,intensity,num_flows,application,condition,has_indicator,indicator_lead_time_us,indicator_type
0,37454.01188473625,86.02992794470366,3.095670655406815,62,spark,normal,True,77.24431983448454,SYN
1,96990.98521619943,118.61679667672631,3.1627680130757896,34,spark,normal,True,53.405413852322624,Connection
2,43194.501864211576,225.6212784556947,2.5428372007152418,35,spark,normal,True,49.83626106685338,Connection
3,78517.59613930136,155.1510869142425,2.572575544135963,32,spark,normal,True,61.68712324202179,SYN
4,6505.159298527951,111.1086297385281,3.2842319463139917,63,spark,normal,True,51.18541494730359,SYN
5,49517.69101112702,226.31045473763095,2.6337469050086932,59,spark,normal,True,36.76061513833606,SYN
6,96958.46277645585,167.32774802387718,3.2645283116845834,22,spark,normal,True,40.387527370103555,Connection
7,35675.332669358926,178.11767705016194,2.47108795339118,64,spark,normal,True,54.493094766949575,Connection
8,77224.47692966575,200.67700825209428,3.266324537878007,102,spark,normal,True,72.46429889428497,SYN
9,11586.90595251297,177.02075928595676,3.2926635381367078,34,spark,normal,True,57.278756774219055,SYN
10,72960.6178338064,227.7009177789819,3.0889684152986914,21,spark,normal,True,58.87365022534908,Connection
11,56127.71975694962,147.33696973161094,3.4693930967442017,6,spark,normal,True,73.68654280694169,SYN
12,3142.918568673425,73.79271874894141,3.312747485201826,103,spark,normal,True,60.285682937569334,Connection
13,75555.11385430487,100.12190490986056,2.849472886924639,103,spark,normal,True,65.13957918321046,SYN
14,89255.89984899778,297.8429579550703,3.0526659881864497,39,spark,normal,True,70.99617042535665,SYN
15,42710.77886262563,173.9373944795316,3.078316581653967,50,spark,normal,True,56.58238846222855,SYN
16,11986.53673336828,188.12440211333808,2.95018172749468,59,spark,normal,True,36.18938446210134,SYN
17,97178.20827209606,57.46923070753845,2.992045837365235,52,spark,normal,True,111.06938435895536,SYN
18,90826.58859666537,112.53684625523901,2.873550533898035,65,spark,normal,True,59.88939981295201,Connection
19,76161.96153287176,222.77254372290054,2.7271837635615785,153,spark,normal,True,42.26172358119174,Connection
20,9028.97700544083,117.20435709080569,3.276948782502586,195,spark,normal,True,74.6448785993661,Connection
21,22649.577519793795,88.18910569912167,3.1420777291905546,23,spark,normal,False,0.0,
22,13752.094414599325,325.57814075619,2.7650240122991288,38,spark,normal,False,0.0,
23,87733.9353380981,225.291225939606,2.6307407050698135,59,spark,normal,True,83.19025809711839,SYN
24,9310.27678058992,73.01132530315482,3.357218176834092,141,spark,normal,False,0.0,
25,88708.64242651172,97.22833837779743,3.1852922536533437,132,spark,normal,True,64.56113991919612,SYN
26,16080.805141749865,104.94743283018242,3.559732353343427,73,spark,normal,True,72.0939282929727,SYN
27,32539.969815926772,93.07323562715418,3.230993207979238,137,spark,normal,False,0.0,
28,65761.28923003434,97.20428055287705,3.043758555728493,16,spark,normal,True,49.47163004402008,Connection
29,39309.77246667604,172.25581936947626,3.248154974710807,50,spark,normal,True,86.29123956399498,Connection
30,19524.29877980445,92.67766277879957,3.293154000243922,51,spark,normal,True,57.97585367691592,Connection
31,95392.85770025874,134.1426654904623,3.2142001482276275,73,spark,normal,False,0.0,
32,85300.94554673601,144.63608625711956,2.7459618845794784,14,spark,normal,False,0.0,
33,31692.200515627766,166.9479631843092,2.6262783663864036,57,spark,normal,True,66.06729918710735,SYN
34,61500.72266991698,254.51176136239155,3.0154082578438905,100,spark,normal,True,78.32714311162262,SYN
35,29359.184426449337,194.0571935446454,3.1541357852736627,75,spark,normal,True,157.20134483456653,Connection
36,70196.68772577033,168.4743264976293,3.0528542766156965,19,spark,normal,True,41.229435862077274,Connection
37,3594.2273796742084,477.21378517536,2.4398204422224756,86,spark,normal,True,40.0915502208818,SYN
38,82260.05606596582,95.97379229608786,2.8995548257815797,174,spark,normal,True,61.95958466437899,Connection
39,8534.746499376799,153.4571253065752,2.804519895718255,277,spark,normal,True,70.30369218159834,Connection
40,51630.03483011953,253.31788591295629,2.811429075757288,35,spark,normal,True,39.530063055969,SYN
41,96264.8414677925,193.08469630221586,3.259726558251036,19,spark,normal,True,55.18654939785308,SYN
42,54922.66647061205,240.64579910369184,3.3799220566118624,67,spark,normal,True,90.66598949927253,Connection
43,24773.098950115746,282.61650388079664,2.7876991603143657,71,spark,normal,True,72.82090536446509,SYN
44,49161.58751168323,78.50513658538192,2.968464448576076,10,spark,normal,True,43.349551269010675,Connection
45,4530.400977204452,308.36123561279095,2.5692413546461683,126,spark,normal,True,60.15369242446569,SYN
46,7056.874740042985,135.55894052704744,3.0182689821351483,83,spark,normal,True,61.921550489811686,SYN
47,64328.82184423532,435.78629819006517,2.4143736601432497,44,spark,normal,False,0.0,
48,90535.06419560638,201.2995097732572,3.08429756032051,30,spark,normal,True,74.85793962232482,SYN
49,81446.84825889357,118.91041800794538,2.813328850528116,37,spark,normal,True,75.13184707116643,Connection
50,80348.09303848486,174.9123610587881,2.751301496723378,31,spark,normal,True,38.37578490463452,Connection
51,34080.354025301785,81.47940117282151,3.4658579327517978,35,spark,normal,True,83.15565924618805,SYN
52,89552.32284962005,151.58358893071474,3.0972499057465326,45,spark,normal,False,0.0,
53,57343.78881232861,99.63614022896343,3.627716182705638,22,spark,normal,True,44.291704803188445,Connection
54,79157.90437258485,105.74832780157465,2.997354886126258,9,spark,normal,False,0.0,
55,35091.50125520787,363.52608402591954,3.1841524024426273,148,spark,normal,True,63.78934722403018,SYN
56,82186.00592903561,116.41526931901916,2.8586885083145033,60,spark,normal,True,80.07255385254194,Connection
57,98600.1063822871,118.14875059111256,2.8007317670086733,148,spark,normal,True,64.84964610538141,Connection
58,90635.43850947359,313.6611937498099,2.9942951376291935,22,spark,normal,True,50.590252122885644,SYN
59,11752.624677710488,146.42854343306453,3.3813414677942744,92,spark,normal,True,58.39057706026987,SYN
60,86859.91281894603,183.36728350077954,3.067227744543125,50,spark,normal,True,67.54212039732023,Connection
61,62939.86381352625,154.13218571868015,2.870417339517488,221,spark,normal,True,74.6212053920585,SYN
62,28096.318959223034,164.40062707924298,3.6569408799653016,26,spark,normal,True,57.68017763632444,SYN
63,58365.611185087204,76.18056032781152,2.4261880448807345,66,spark,normal,True,47.92996554857405,Connection
64,82253.7242923169,191.82718332348222,2.6039300378938073,216,spark,normal,False,0.0,
65,86606.38895004084,270.5225217316067,2.8592473043685884,12,spark,normal,False,0.0,
66,84211.89231357088,295.1759092542755,2.9656380464242145,134,spark,normal,True,58.392496453846476,Connection
67,81290.10091300776,145.89582139902427,3.454869996880169,64,spark,normal,False,0.0,
68,84964.73906774115,128.26820714121558,2.5202629582387552,16,spark,normal,True,68.59485381994234,Connection
69,35816.27180328405,177.1137709985224,2.775454039033034,172,spark,normal,True,61.76045178091874,Connection
70,55190.68387744855,250.61683459795285,3.0498264397524455,22,spark,normal,True,56.09636148384699,Connection
71,62030.95513534646,92.58929810992946,3.2058154379995316,116,spark,normal,True,38.654364433680385,Connection
72,90415.86944937485,165.78677979786787,2.348740251560877,33,spark,normal,True,83.76003399616833,Connection
73,94952.06236576421,64.00390354681593,2.9833356903310144,67,spark,normal,True,59.51157760374416,SYN
74,63340.085431672574,141.0591972355365,2.9774089035734628,20,spark,normal,True,67.77970954800527,Connection
75,47396.16402628724,91.6312408574051,3.1512139546553533,32,spark,normal,True,49.21145168091294,SYN
76,12063.587110060082,73.22895182308734,2.942540152826012,52,spark,normal,True,33.907761456897454,SYN
77,79941.03989090427,105.7177217970161,3.0641939732202665,45,spark,normal,True,56.77534487210815,Connection
78,18452.101935637733,114.09088594870927,2.631583794262913,334,spark,normal,True,55.51556856320222,Connection
79,74747.09381337566,200.1193173926716,3.093375046363061,587,spark,normal,True,79.379352478217,Connection
80,53261.72664550232,100.02122071313035,2.7286374348638787,43,spark,normal,True,59.287402275013065,SYN
81,32749.735217791465,348.6979628834405,3.264491927084835,49,spark,normal,True,86.86286380733208,Connection
82,58684.111802087915,120.34745467621649,3.474611454889134,36,spark,normal,True,50.76687475525716,Connection
83,57077.83046689119,74.54116381221093,3.168890771007171,29,spark,normal,True,53.12051585681395,SYN
84,17337.35952947548,42.91646420302318,3.2053926604665506,68,spark,normal,False,0.0,
85,81707.20709492799,143.76512303250763,2.78279946101871,32,spark,normal,True,61.508639128394535,Connection
86,27997.909366028416,218.4001336414906,2.801212872316246,78,spark,normal,True,64.34658732856967,SYN
87,11483.682473920353,38.09785082947406,2.542712840049002,94,spark,normal,True,59.01694538359362,Connection
88,5182.35368224269,81.86955551478611,2.7418759904148144,36,spark,normal,True,51.61706797474598,Connection
89,76022.78598896865,219.37022803004322,2.78299827526463,350,spark,normal,True,69.31162174040641,Connection
90,96502.69106665126,135.5191015285543,3.111343762011393,30,spark,normal,False,0.0,
91,18123.306616566017,156.63686864897053,2.953296829382376,127,spark,normal,True,63.94029600552553,Connection
92,20162.732004774454,127.91884491900501,2.9042828936800973,77,spark,normal,True,77.7170598678333,SYN
93,87720.05408131082,273.48376369393105,2.8775773880935347,9,spark,normal,True,46.63367802439734,SYN
94,74760.93801762511,68.06814431896814,3.004816025593179,41,spark,normal,True,73.70869762635776,Connection
95,62423.79959139921,71.61769434838733,3.343126212962079,65,spark,normal,True,54.08314495226107,Connection
96,89389.25830509576,117.55869986235793,3.1211461676037917,20,spark,normal,True,48.91549426399161,SYN
97,56988.96848713165,190.59013017737888,3.1000986315860843,114,spark,normal,True,52.81738841343921,Connection
98,12748.866233198241,285.46595527709337,2.866608732526308,35,spark,normal,True,52.257484201073325,Connection
99,64114.76328852973,184.44526369199747,3.56303874376742,26,spark,normal,True,43.95563748799225,Connection
100,58339.179476612044,96.08311737568233,2.3025841015642796,57,spark,normal,True,116.19124043676622,SYN
101,87212.39089441515,158.4331426505103,3.2177299871696077,73,spark,normal,True,63.45402121606199,SYN
102,57628.836016681315,76.7008442279853,3.566048433637271,57,spark,normal,False,0.0,
103,45083.93714041321,157.69818983786766,3.761607330521246,76,spark,normal,True,57.676083349548385,Connection
104,463.20230046028587,121.1700291873258,2.6963686874219497,13,spark,normal,True,56.64901893736469,SYN
105,73750.12481097484,205.34783571153187,2.549170494710819,40,spark,normal,True,56.424801017419945,Connection
106,41892.544950454794,130.87903625139,2.930719640937397,87,spark,normal,True,46.52763883593011,Connection
107,14866.272775311296,194.2158070790331,2.7602668287524206,43,spark,normal,False,0.0,
108,50219.50103312426,106.89554981339118,3.0447859690417434,26,spark,normal,False,0.0,
109,20513.964048200716,210.14032639159575,3.7709780519071003,20,spark,normal,True,56.29469243940104,Connection
110,44076.274693822816,318.18462255596097,3.3738255577492886,9,spark,normal,True,64.50902446909765,Connection
111,37330.9316279753,132.0558131230427,3.2499671632862226,17,spark,normal,True,75.81257382660455,SYN
112,22197.216193294946,283.2734942066495,3.2165016192129707,20,spark,normal,True,61.49962065803606,SYN
113,65274.61078518747,140.53586471892672,2.894795541636364,41,spark,normal,True,71.67088185225161,Connection
114,39718.352961845485,187.31036554171718,2.6756810017200308,81,spark,normal,True,39.52367143330586,Connection
115,81744.35617384409,362.48342939192037,2.6275496307152633,26,spark,normal,True,40.657660516966786,Connection
116,40941.16521912404,203.08818016416726,2.3754211776348835,194,spark,normal,True,76.50072628930643,Connection
117,42521.350446923345,147.69600908776076,3.646571861529922,85,spark,normal,True,62.618510028418186,Connection
118,52569.018230268586,136.81691236140227,2.8380720959071914,26,spark,normal,True,39.92274915690572,Connection
119,65142.038835186424,197.66370394649826,2.8592556839415195,76,spark,normal,True,63.96601942034771,Connection
120,66503.66745462555,245.17709497799282,2.4477377306005064,17,spark,normal,True,55.00044579965479,Connection
121,24534.910968132095,165.65618661269525,2.5427954274818907,26,spark,normal,True,47.01074765024591,Connection
122,47605.04021990997,254.03097093496945,3.1479953702642667,57,spark,normal,True,69.84205100558329,SYN
123,49636.62472012363,70.17873203066209,2.493132832176519,110,spark,normal,True,59.47746132916944,Connection
124,43482.733860374625,363.593182422362,3.2123255806366426,31,spark,normal,True,45.713759165007396,Connection
125,36097.38969400268,238.74034715250366,2.6041956332587786,41,spark,normal,True,65.9827949174396,Connection
126,65878.33667107174,203.5533569313682,3.2501766463646713,72,spark,normal,True,40.964531084680964,Connection
127,94405.93396866132,145.7193979280255,3.245545420391562,55,spark,normal,True,45.790673138600404,Connection
128,97105.82451653677,253.96887515817477,2.9881334538430036,86,spark,normal,False,0.0,
129,84454.93985350704,239.79327478121004,2.845186581534788,53,spark,normal,True,53.451555555257514,SYN
130,7695.320162920915,89.06735283786817,3.3833780487714495,40,spark,normal,True,62.05932251992317,Connection
131,79072.31648389636,251.27741399036051,2.5543318880889085,61,spark,normal,True,74.94483136984773,SYN
132,87009.88739009299,214.2910396013107,3.0141051639371237,133,spark,normal,True,50.57647841158667,Connection
133,62750.546321837006,120.04708410838185,3.43601534313531,176,spark,normal,True,52.64806866777641,SYN
134,35462.21576407766,90.70181315043364,2.684726412651544,10,spark,normal,True,44.36698466933031,SYN
135,94996.11839502254,245.3771693056568,2.935803346732347,48,spark,normal,True,71.02624348274166,SYN
136,99116.86261369765,268.85891199621375,3.486332567336315,14,spark,normal,True,61.11976520077276,SYN
137,18643.82621442545,109.06474867885079,3.3567049593322658,155,spark,normal,True,52.02154651330288,SYN
138,81583.31249906178,105.42817611288687,2.7889139811220662,329,spark,normal,True,75.85352193525213,SYN
139,87746.08626303804,110.41444292187674,2.8836895320192046,62,spark,normal,True,65.23256188751225,Connection
140,8698.675991141014,62.57474746656045,2.6227979098713465,101,spark,normal,True,47.30772561353937,SYN
141,22018.320194981134,115.79595626967307,3.0671363854916693,49,spark,normal,True,80.75685745852783,Connection
142,82468.09659251492,290.7816657340995,2.6604551573601913,13,spark,normal,False,0.0,
143,79742.60216069281,189.0307254603389,3.2798989927951703,70,spark,normal,False,0.0,
144,70836.29767150347,192.83667944958776,3.2572337795152215,112,spark,normal,True,87.99383564467784,SYN
145,88087.07591989284,137.97551666384442,3.044014105929997,131,spark,normal,True,48.9162985425068,Connection
146,83213.41779577419,133.99178208033433,3.001024425353523,96,spark,normal,False,0.0,
147,63181.35270166684,71.23175842552428,3.225991280723295,16,spark,normal,True,55.55647125187295,Connection
148,54126.65786761103,167.37059038242757,2.971411340283914,62,spark,normal,True,62.691822701187704,SYN
149,30096.356694681625,183.9918509448403,2.8911128163093878,57,spark,normal,True,80.89129525530291,SYN
150,87153.68061523762,70.03827243474758,2.8323234458185236,67,spark,normal,True,58.06627092754274,Connection
151,68329.53766065052,54.21812020962464,2.489701934418374,36,spark,normal,False,0.0,
152,42618.1302235973,81.10143092922196,2.9466779035537782,84,spark,normal,True,76.79747692203172,SYN
153,68049.9302074713,79.08182648902228,3.2617371984840435,84,spark,normal,True,58.5306527872158,Connection
154,39759.439796279425,234.99860159724352,2.938029849470601,28,spark,normal,True,50.75774879812372,Connection
155,36852.63437237612,143.96348699659913,3.3351887494764383,65,spark,normal,True,67.25779126484275,Connection
156,76102.3990942999,93.54577655650263,3.096973728872694,135,spark,normal,True,67.84296552036199,SYN
157,12518.579220255044,106.95831114412621,3.5402821298732445,48,spark,normal,True,41.95723086416019,Connection
158,26899.340443509765,109.216568331539,3.298725671004407,40,spark,normal,True,59.62037038301079,SYN
159,47993.883471712354,67.9440031169777,3.228124396843289,93,spark,normal,True,66.73362525595756,SYN
160,48050.694725782894,131.49572515853168,2.8790131494080637,341,spark,normal,True,59.66190979336117,Connection
161,977.0847419183659,166.47192857679408,2.3874795394727126,41,spark,normal,True,50.59478461961417,SYN
162,39692.32762015961,165.3956424298264,2.6812101667751698,110,spark,normal,True,70.11747248830397,SYN
163,10456.784033440026,301.965572456838,3.2773901048738305,52,spark,normal,True,51.04003719588173,Connection
164,71408.69321324278,112.26966011325355,3.3267029945354323,54,spark,normal,True,76.08726687980456,Connection
165,64357.769519652495,357.3148034777289,3.0593732350387945,29,spark,normal,False,0.0,
166,21921.398735804432,117.76514882570302,3.15685064641065,31,spark,normal,True,125.91375017674775,Connection
167,22845.474133129872,142.92511771802518,2.661651833849608,78,spark,normal,True,56.260935319278914,Connection
168,72716.9069766308,65.12726359442867,2.855044061310188,176,spark,normal,True,40.60506639486763,Connection
169,48666.894142470286,408.09657317810445,2.510114315837405,31,spark,normal,True,86.7889795289555,Connection
170,13156.768512725981,299.0709903621529,3.1482090558848217,61,spark,normal,True,65.05900283812123,Connection
171,24723.107440317704,129.656715086408,2.952980880533242,116,spark,normal,True,79.9607578391181,SYN
172,39108.15366517607,62.85172649253214,2.6115955572837284,126,spark,normal,True,40.66508653443488,SYN
173,16975.790508754075,130.90047594416723,2.3714527431960044,61,spark,normal,False,0.0,
174,43088.7523661806,207.49295750290557,2.582401098843597,25,spark,normal,True,68.34105385661135,SYN
175,73640.20150656404,127.71711364248137,3.6230243950682524,67,spark,normal,True,66.81014725491286,Connection
176,20584.121003676824,127.38256791920034,2.834715565660372,51,spark,normal,False,0.0,
177,3934.3540668509645,106.36361651969672,2.9607252081690754,21,spark,normal,False,0.0,
178,31615.61049767505,111.74880344318935,3.002787525759274,55,spark,normal,False,0.0,
179,45473.98556338591,188.0866460700038,2.3697243415644245,524,spark,normal,True,79.15359983014882,SYN
180,67343.24333249174,89.18227691344653,2.8128693117912587,231,spark,normal,False,0.0,
181,17714.978944738592,231.75230708149783,3.1487045663917814,56,spark,normal,True,65.73193055546787,Connection
182,86890.49844787183,119.8420805030695,3.020249560762503,58,spark,normal,True,67.13138510767185,SYN
183,65888.54702326572,339.45828251102967,2.6560963820943937,63,spark,normal,False,0.0,
184,4821.203886055603,102.87322131581783,2.9807584960221023,65,spark,normal,False,0.0,
185,78238.54840582734,336.12762650329734,3.136060290454194,41,spark,normal,True,76.35292598883147,Connection
186,80784.59419412586,215.15709397910481,3.190619079664469,140,spark,normal,True,56.20437388369706,Connection
187,575.866049812157,86.70380334036881,2.5679847352217116,179,spark,normal,True,48.55048697861401,Connection
